Read file in one pass,File size is 256Kb,
Block read entry,1242953,
Block read exit,1250914,7961
Block read entry,1251213,
Block read exit,1259658,8445
Block read entry,1259957,
Block read exit,1268405,8448
Block read entry,1268704,
Block read exit,1277153,8449
Block read entry,1277452,
Block read exit,1285414,7962
Block read entry,1285713,
Block read exit,1293673,7960
Block read entry,1293972,
Block read exit,1301934,7962
Block read entry,1302233,
Block read exit,1310682,8449
Block read entry,1310981,
Block read exit,1319425,8444
Block read entry,1319724,
Block read exit,1328172,8448
Block read entry,1328471,
Block read exit,1336431,7960
Block read entry,1337219,
Block read exit,1345178,7959
Block read entry,1345477,
Block read exit,1353436,7959
Block read entry,1353735,
Block read exit,1362183,8448
Block read entry,1362482,
Block read exit,1370933,8451
Block read entry,1371232,
Block read exit,1379677,8445
Block read entry,1379976,
Block read exit,1387937,7961
Block read entry,1388236,
Block read exit,1396195,7959
Block read entry,1396494,
Block read exit,1404452,7958
Block read entry,1404751,
Block read exit,1413199,8448
Block read entry,1413498,
Block read exit,1421945,8447
Block read entry,1422244,
Block read exit,1430692,8448
Block read entry,1430991,
Block read exit,1438949,7958
Block read entry,1439248,
Block read exit,1447208,7960
Block read entry,1447507,
Block read exit,1455463,7956
Block read entry,1455765,
Block read exit,1464210,8445
Block read entry,1464509,
Block read exit,1472959,8450
Block read entry,1473258,
Block read exit,1481701,8443
Block read entry,1482000,
Block read exit,1489960,7960
Block read entry,1490259,
Block read exit,1498217,7958
Block read entry,1498516,
Block read exit,1506475,7959
Block read entry,1506774,
Block read exit,1514734,7960
Block read entry,1515033,
Block read exit,1523481,8448
Block read entry,1523780,
Block read exit,1532284,8504
Block read entry,1532587,
Block read exit,1541035,8448
Block read entry,1541334,
Block read exit,1549295,7961
Block read entry,1549594,
Block read exit,1557554,7960
Block read entry,1557853,
Block read exit,1565814,7961
Block read entry,1566113,
Block read exit,1574558,8445
Block read entry,1574857,
Block read exit,1583305,8448
Block read entry,1583604,
Block read exit,1592049,8445
Block read entry,1592348,
Block read exit,1600308,7960
Block read entry,1600607,
Block read exit,1608564,7957
Block read entry,1608863,
Block read exit,1616823,7960
Block read entry,1617122,
Block read exit,1625567,8445
Block read entry,1625866,
Block read exit,1634307,8441
Block read entry,1634606,
Block read exit,1643056,8450
Block read entry,1643355,
Block read exit,1651319,7964
Block read entry,1652105,
Block read exit,1660064,7959
Block read entry,1660363,
Block read exit,1668327,7964
Block read entry,1668626,
Block read exit,1677074,8448
Block read entry,1677373,
Block read exit,1685819,8446
Block read entry,1686118,
Block read exit,1694566,8448
Block read entry,1694865,
Block read exit,1702823,7958
Block read entry,1703122,
Block read exit,1711082,7960
Block read entry,1711381,
Block read exit,1719341,7960
Block read entry,1719640,
Block read exit,1728084,8444
Block read entry,1728383,
Block read exit,1736835,8452
Block read entry,1737134,
Block read exit,1745579,8445
Block read entry,1745878,
Block read exit,1753838,7960
Block read entry,1754137,
Block read exit,1762101,7964
Block read entry,1762400,
Block read exit,1770361,7961
Block read entry,1770660,
Block read exit,1778620,7960
Block read entry,1778919,
Block read exit,1787364,8445
Block read entry,1787663,
Block read exit,1796107,8444
Block read entry,1796406,
Block read exit,1804851,8445
Block read entry,1805150,
Block read exit,1813110,7960
Block read entry,1813409,
Block read exit,1821367,7958
Block read entry,1821666,
Block read exit,1829625,7959
Block read entry,1829924,
Block read exit,1838371,8447
Block read entry,1838670,
Block read exit,1847113,8443
Block read entry,1847412,
Block read exit,1855860,8448
Block read entry,1856159,
Block read exit,1864119,7960
Block read entry,1864418,
Block read exit,1872377,7959
Block read entry,1872676,
Block read exit,1880634,7958
Block read entry,1880933,
Block read exit,1889381,8448
Block read entry,1889680,
Block read exit,1898125,8445
Block read entry,1898424,
Block read exit,1906867,8443
Block read entry,1907166,
Block read exit,1915126,7960
Block read entry,1915916,
Block read exit,1923876,7960
Block read entry,1924175,
Block read exit,1932134,7959
Block read entry,1932433,
Block read exit,1940929,8496
Block read entry,1941228,
Block read exit,1949672,8444
Block read entry,1949971,
Block read exit,1958421,8450
Block read entry,1958720,
Block read exit,1966682,7962
Block read entry,1966981,
Block read exit,1974940,7959
Block read entry,1975239,
Block read exit,1983200,7961
Block read entry,1983499,
Block read exit,1991943,8444
Block read entry,1992242,
Block read exit,2000690,8448
Block read entry,2000989,
Block read exit,2009436,8447
Block read entry,2009735,
Block read exit,2017699,7964
Block read entry,2017998,
Block read exit,2025957,7959
Block read entry,2026256,
Block read exit,2034215,7959
Block read entry,2034514,
Block read exit,2042960,8446
Block read entry,2043259,
Block read exit,2051709,8450
Block read entry,2052008,
Block read exit,2060453,8445
Block read entry,2060752,
Block read exit,2068713,7961
Block read entry,2069012,
Block read exit,2076972,7960
Block read entry,2077271,
Block read exit,2085235,7964
Block read entry,2085534,
Block read exit,2093498,7964
Block read entry,2093797,
Block read exit,2102245,8448
Block read entry,2102544,
Block read exit,2110992,8448
Block read entry,2111291,
Block read exit,2119738,8447
Block read entry,2120037,
Block read exit,2127996,7959
Block read entry,2128295,
Block read exit,2136255,7960
Block read entry,2136554,
Block read exit,2144512,7958
Block read entry,2144811,
Block read exit,2153258,8447
Block read entry,2153557,
Block read exit,2162000,8443
Block read entry,2162299,
Block read exit,2170748,8449
Block read entry,2171047,
Block read exit,2179007,7960
Block read entry,2179306,
Block read exit,2187270,7964
Block read entry,2187569,
Block read exit,2195528,7959
Block read entry,2195827,
Block read exit,2204271,8444
Block read entry,2204570,
Block read exit,2213013,8443
Block read entry,2213312,
Block read exit,2221759,8447
Block read entry,2222058,
Block read exit,2230017,7959
Block read entry,2230804,
Block read exit,2238762,7958
Block read entry,2239061,
Block read exit,2247020,7959
Block read entry,2247319,
Block read exit,2255765,8446
Block read entry,2256064,
Block read exit,2264508,8444
Block read entry,2264807,
Block read exit,2273258,8451
Block read entry,2273557,
Block read exit,2281516,7959
Block read entry,2281815,
Block read exit,2289774,7959
Block read entry,2290073,
Block read exit,2298032,7959
Block read entry,2298331,
Block read exit,2306772,8441
Block read entry,2307071,
Block read exit,2315522,8451
Block read entry,2315821,
Block read exit,2324269,8448
Block read entry,2324568,
Block read exit,2332527,7959
Block read entry,2332826,
Block read exit,2340790,7964
Block read entry,2341089,
Block read exit,2349045,7956
Block read entry,2349344,
Block read exit,2357790,8446
Block read entry,2358089,
Block read exit,2366537,8448
Block read entry,2366836,
Block read exit,2375284,8448
Block read entry,2375583,
Block read exit,2383543,7960
Block read entry,2383842,
Block read exit,2391800,7958
Block read entry,2392099,
Block read exit,2400058,7959
Block read entry,2400357,
Block read exit,2408316,7959
Block read entry,2408615,
Block read exit,2417062,8447
Block read entry,2417361,
Block read exit,2425809,8448
Block read entry,2426108,
Block read exit,2434558,8450
Block read entry,2434857,
Block read exit,2442816,7959
Block read entry,2443115,
Block read exit,2451071,7956
Block read entry,2451370,
Block read exit,2459330,7960
Block read entry,2459629,
Block read exit,2468075,8446
Block read entry,2468374,
Block read exit,2476821,8447
Block read entry,2477120,
Block read exit,2485572,8452
Block read entry,2485871,
Block read exit,2493831,7960
Block read entry,2494130,
Block read exit,2502090,7960
Block read entry,2502389,
Block read exit,2510346,7957
Block read entry,2510645,
Block read exit,2519090,8445
Block read entry,2519389,
Block read exit,2527837,8448
Block read entry,2528136,
Block read exit,2536579,8443
Block read entry,2536878,
Block read exit,2544836,7958
Block read entry,2545616,
Block read exit,2553575,7959
Block read entry,2553874,
Block read exit,2561831,7957
Block read entry,2562130,
Block read exit,2570578,8448
Block read entry,2570877,
Block read exit,2579321,8444
Block read entry,2579620,
Block read exit,2588063,8443
Block read entry,2588362,
Block read exit,2596320,7958
Block read entry,2596619,
Block read exit,2604635,8016
Block read entry,2604934,
Block read exit,2612894,7960
Block read entry,2613193,
Block read exit,2621645,8452
Block read entry,2621944,
Block read exit,2630387,8443
Block read entry,2630686,
Block read exit,2639138,8452
Block read entry,2639437,
Block read exit,2647394,7957
Block read entry,2647693,
Block read exit,2655652,7959
Block read entry,2655951,
Block read exit,2663910,7959
Block read entry,2664209,
Block read exit,2672652,8443
Block read entry,2672951,
Block read exit,2681401,8450
Block read entry,2681700,
Block read exit,2690145,8445
Block read entry,2690444,
Block read exit,2698404,7960
Block read entry,2698703,
Block read exit,2706662,7959
Block read entry,2706961,
Block read exit,2714919,7958
Block read entry,2715218,
Block read exit,2723176,7958
Block read entry,2723475,
Block read exit,2731920,8445
Block read entry,2732219,
Block read exit,2740664,8445
Block read entry,2740963,
Block read exit,2749409,8446
Block read entry,2749708,
Block read exit,2757666,7958
Block read entry,2757965,
Block read exit,2765925,7960
Block read entry,2766224,
Block read exit,2774184,7960
Block read entry,2774483,
Block read exit,2782931,8448
Block read entry,2783230,
Block read exit,2791682,8452
Block read entry,2791981,
Block read exit,2800427,8446
Block read entry,2800726,
Block read exit,2808684,7958
Block read entry,2808983,
Block read exit,2816939,7956
Block read entry,2817238,
Block read exit,2825202,7964
Block read entry,2825501,
Block read exit,2833952,8451
Block read entry,2834251,
Block read exit,2842696,8445
Block read entry,2842995,
Block read exit,2851442,8447
Block read entry,2851741,
Block read exit,2859701,7960
Block read entry,2860488,
Block read exit,2868448,7960
Block read entry,2868747,
Block read exit,2876705,7958
Block read entry,2877004,
Block read exit,2885453,8449
Block read entry,2885752,
Block read exit,2894199,8447
Block read entry,2894498,
Block read exit,2902939,8441
Block read entry,2903238,
Block read exit,2911199,7961
Block read entry,2911498,
Block read exit,2919456,7958
Block read entry,2919755,
Block read exit,2927715,7960
Block read entry,2928014,
Block read exit,2936466,8452
Block read entry,2936765,
Block read exit,2945211,8446
Block read entry,2945510,
Block read exit,2953954,8444
Block read entry,2954253,
Block read exit,2962214,7961
Block read entry,2962513,
Block read exit,2970473,7960
Block read entry,2970772,
Block read exit,2978730,7958
Block read entry,2979029,
Block read exit,2987475,8446
Block read entry,2987774,
Block read exit,2996217,8443
Block read entry,2996516,
Block read exit,3004959,8443
Block read entry,3005258,
Block read exit,3013218,7960
Block read entry,3013517,
Block read exit,3021478,7961
Block read entry,3021777,
Block read exit,3029737,7960
Block read entry,3030036,
Block read exit,3038479,8443
Block read entry,3038778,
Block read exit,3047227,8449
Block read entry,3047526,
Block read exit,3055970,8444
Block read entry,3056269,
Block read exit,3064229,7960
Block read entry,3064528,
Block read exit,3072487,7959
Block read entry,3072786,
Block read exit,3080744,7958
Block read entry,3081043,
Block read exit,3089003,7960
Block read entry,3089302,
Block read exit,3097750,8448
Block read entry,3098049,
Block read exit,3106497,8448
Block read entry,3106796,
Block read exit,3115244,8448
Block read entry,3115543,
Block read exit,3123503,7960
Block read entry,3123802,
Block read exit,3131759,7957
Block read entry,3132058,
Block read exit,3140016,7958
Block read entry,3140315,
Block read exit,3148761,8446
Block read entry,3149060,
Block read exit,3157510,8450
Block read entry,3157809,
Block read exit,3166257,8448
Block read entry,3166556,
Block read exit,3174516,7960
Block read entry,3174815,
Block read exit,3182779,7964
Block read entry,3183078,
Block read exit,3191038,7960
Block read entry,3191337,
Block read exit,3199786,8449
Block read entry,3200085,
Block read exit,3208533,8448
Block read entry,3208832,
Block read exit,3217276,8444
Block read entry,3217575,
Block read exit,3225534,7959
Block read entry,3226321,
Block read exit,3234283,7962
Block read entry,3234582,
Block read exit,3242543,7961
Block read entry,3242842,
Block read exit,3251291,8449
Block read entry,3251590,
Block read exit,3260086,8496
Block read entry,3260385,
Block read exit,3268828,8443
Block read entry,3269127,
Block read exit,3277085,7958
Block read entry,3277384,
Block read exit,3285348,7964
Block read entry,3285647,
Block read exit,3293607,7960
Block read entry,3293906,
Block read exit,3302354,8448
Block read entry,3302653,
Block read exit,3311099,8446
Block read entry,3311398,
Block read exit,3319843,8445
Block read entry,3320142,
Block read exit,3328100,7958
Block read entry,3328399,
Block read exit,3336358,7959
Block read entry,3336657,
Block read exit,3344616,7959
Block read entry,3344915,
Block read exit,3353360,8445
Block read entry,3353659,
Block read exit,3362104,8445
Block read entry,3362403,
Block read exit,3370847,8444
Block read entry,3371146,
Block read exit,3379105,7959
Block read entry,3379404,
Block read exit,3387365,7961
Block read entry,3387664,
Block read exit,3395626,7962
Block read entry,3395925,
Block read exit,3403887,7962
Block read entry,3404186,
Block read exit,3412634,8448
Block read entry,3412933,
Block read exit,3421379,8446
Block read entry,3421678,
Block read exit,3430125,8447
Block read entry,3430424,
Block read exit,3438384,7960
Block read entry,3438683,
Block read exit,3446642,7959
Block read entry,3446941,
Block read exit,3454901,7960
Block read entry,3455200,
Block read exit,3463645,8445
Block read entry,3463944,
Block read exit,3472394,8450
Block read entry,3472693,
Block read exit,3481139,8446
Block read entry,3481438,
Block read exit,3489397,7959
Block read entry,3489696,
Block read exit,3497655,7959
Block read entry,3497954,
Block read exit,3505913,7959
Block read entry,3506212,
Block read exit,3514657,8445
Block read entry,3514956,
Block read exit,3523403,8447
Block read entry,3523702,
Block read exit,3532149,8447
Block read entry,3532448,
Block read exit,3540407,7959
Block read entry,3540706,
Block read exit,3548666,7960
Block read entry,3548965,
Block read exit,3556924,7959
Block read entry,3557223,
Block read exit,3565673,8450
Block read entry,3565972,
Block read exit,3574424,8452
Block read entry,3574723,
Block read exit,3583167,8444
Block read entry,3583466,
Block read exit,3591425,7959
Block read entry,3591724,
Block read exit,3599682,7958
Block read entry,3599981,
Block read exit,3607940,7959
Block read entry,3608239,
Block read exit,3616689,8450
Block read entry,3616988,
Block read exit,3625438,8450
Block read entry,3625737,
Block read exit,3634180,8443
Block read entry,3634479,
Block read exit,3642440,7961
Block read entry,3642739,
Block read exit,3650701,7962
Block read entry,3651000,
Block read exit,3658960,7960
Block read entry,3659259,
Block read exit,3667708,8449
Block read entry,3668007,
Block read exit,3676450,8443
Block read entry,3676749,
Block read exit,3685195,8446
Block read entry,3685494,
Block read exit,3693512,8018
Block read entry,3693811,
Block read exit,3701771,7960
Block read entry,3702070,
Block read exit,3710030,7960
Block read entry,3710329,
Block read exit,3718289,7960
Block read entry,3718588,
Block read exit,3727032,8444
Block read entry,3727331,
Block read exit,3735778,8447
Block read entry,3736077,
Block read exit,3744524,8447
Block read entry,3744823,
Block read exit,3752783,7960
Block read entry,3753082,
Block read exit,3761046,7964
Block read entry,3761345,
Block read exit,3769307,7962
Block read entry,3769606,
Block read exit,3778054,8448
Block read entry,3778353,
Block read exit,3786800,8447
Block read entry,3787099,
Block read exit,3795545,8446
Block read entry,3795844,
Block read exit,3803802,7958
Block read entry,3804101,
Block read exit,3812061,7960
Block read entry,3812360,
Block read exit,3820322,7962
Block read entry,3820621,
Block read exit,3829066,8445
Block read entry,3829365,
Block read exit,3837813,8448
Block read entry,3838112,
Block read exit,3846555,8443
Block read entry,3846854,
Block read exit,3854813,7959
Block read entry,3855112,
Block read exit,3863072,7960
Block read entry,3863371,
Block read exit,3871332,7961
Block read entry,3871631,
Block read exit,3880077,8446
Block read entry,3880376,
Block read exit,3888826,8450
Block read entry,3889125,
Block read exit,3897573,8448
Block read entry,3897872,
Block read exit,3905832,7960
Block read entry,3906131,
Block read exit,3914094,7963
Block read entry,3914393,
Block read exit,3922354,7961
Block read entry,3922653,
Block read exit,3931103,8450
Block read entry,3931402,
Block read exit,3939848,8446
Block read entry,3940147,
Block read exit,3948588,8441
Block read entry,3948887,
Block read exit,3956848,7961
Block read entry,3957147,
Block read exit,3965107,7960
Block read entry,3965406,
Block read exit,3973366,7960
Block read entry,3973665,
Block read exit,3982112,8447
Block read entry,3982411,
Block read exit,3990858,8447
Block read entry,3991157,
Block read exit,3999602,8445
Block read entry,3999901,
Block read exit,4007861,7960
Block read entry,4008160,
Block read exit,4016124,7964
Block read entry,4016423,
Block read exit,4024383,7960
Block read entry,4024682,
Block read exit,4033127,8445
Block read entry,4033426,
Block read exit,4041870,8444
Block read entry,4042169,
Block read exit,4050612,8443
Block read entry,4050911,
Block read exit,4058871,7960
Block read entry,4059170,
Block read exit,4067134,7964
Block read entry,4067433,
Block read exit,4075393,7960
Block read entry,4075692,
Block read exit,4083651,7959
Block read entry,4083950,
Block read exit,4092397,8447
Block read entry,4092696,
Block read exit,4101144,8448
Block read entry,4101443,
Block read exit,4109404,7961
Block read entry,4109703,
Block read exit,4117663,7960
Block read entry,4117962,
Block read exit,4125923,7961
Block read entry,4126222,
Block read exit,4134182,7960
Block read entry,4134481,
Block read exit,4142929,8448
Block read entry,4143228,
Block read exit,4151676,8448
Block read entry,4151975,
Block read exit,4160424,8449
Block read entry,4160723,
Block read exit,4168684,7961
Block read entry,4168983,
Block read exit,4176943,7960
Block read entry,4177242,
Block read exit,4185201,7959
Block read entry,4185500,
Block read exit,4193946,8446
Block read entry,4194245,
Block read exit,4202695,8450
Block read entry,4202994,
Block read exit,4211438,8444
Block read entry,4211737,
Block read exit,4219696,7959
Block read entry,4220483,
Block read exit,4228447,7964
Block read entry,4228746,
Block read exit,4236706,7960
Block read entry,4237005,
Block read exit,4245447,8442
Block read entry,4245746,
Block read exit,4254190,8444
Block read entry,4254489,
Block read exit,4262941,8452
Block read entry,4263240,
Block read exit,4271204,7964
Block read entry,4271503,
Block read exit,4279461,7958
Block read entry,4279760,
Block read exit,4287721,7961
Block read entry,4288020,
Block read exit,4296467,8447
Block read entry,4296766,
Block read exit,4305216,8450
Block read entry,4305515,
Block read exit,4313964,8449
Block read entry,4314263,
Block read exit,4322222,7959
Block read entry,4322521,
Block read exit,4330481,7960
Block read entry,4330780,
Block read exit,4338740,7960
Block read entry,4339039,
Block read exit,4347488,8449
Block read entry,4347787,
Block read exit,4356234,8447
Block read entry,4356533,
Block read exit,4364975,8442
Block read entry,4365274,
Block read exit,4373234,7960
Block read entry,4373533,
Block read exit,4381493,7960
Block read entry,4381792,
Block read exit,4389752,7960
Block read entry,4390051,
Block read exit,4398011,7960
Block read entry,4398310,
Block read exit,4406757,8447
Block read entry,4407056,
Block read exit,4415501,8445
Block read entry,4415800,
Block read exit,4424248,8448
Block read entry,4424547,
Block read exit,4432507,7960
Block read entry,4432806,
Block read exit,4440767,7961
min,7956,
max,8504,
Set mark entry,4441059,
Set mark exit,4441287,228
Close entry,4441487,
Close exit,4441673,186
Read file b-by-b low level,File size is 256Kb,
Open entry,0,
Open exit,51667,51667
Block read entry,51938,
Block read exit,60207,8269
Block read entry,60511,
Block read exit,68777,8266
Block read entry,69079,
Block read exit,77345,8266
Block read entry,77644,
Block read exit,85911,8267
Block read entry,86210,
Block read exit,94479,8269
Block read entry,94779,
Block read exit,103045,8266
Block read entry,103344,
Block read exit,112098,8754
Block read entry,112401,
Block read exit,121156,8755
Block read entry,121459,
Block read exit,130217,8758
Block read entry,130520,
Block read exit,139278,8758
Block read entry,139578,
Block read exit,147847,8269
Block read entry,148146,
Block read exit,156417,8271
Block read entry,156716,
Block read exit,164984,8268
Block read entry,165283,
Block read exit,173551,8268
Block read entry,173850,
Block read exit,182606,8756
Block read entry,182905,
Block read exit,191657,8752
Block read entry,191956,
Block read exit,200714,8758
Block read entry,201014,
Block read exit,209767,8753
Block read entry,210066,
Block read exit,218822,8756
Block read entry,219121,
Block read exit,227391,8270
Block read entry,227690,
Block read exit,235957,8267
Block read entry,236256,
Block read exit,244524,8268
Block read entry,244823,
Block read exit,253091,8268
Block read entry,253390,
Block read exit,262145,8755
Block read entry,262444,
Block read exit,271189,8745
Block read entry,271488,
Block read exit,280241,8753
Block read entry,280540,
Block read exit,289292,8752
Block read entry,289591,
Block read exit,297857,8266
Block read entry,298156,
Block read exit,306424,8268
Block read entry,306723,
Block read exit,314993,8270
Block read entry,315292,
Block read exit,323562,8270
Block read entry,323861,
Block read exit,332128,8267
Block read entry,332427,
Block read exit,341178,8751
Block read entry,341477,
Block read exit,350233,8756
Block read entry,350532,
Block read exit,359287,8755
Block read entry,359586,
Block read exit,368338,8752
Block read entry,368637,
Block read exit,376907,8270
Block read entry,377206,
Block read exit,385475,8269
Block read entry,385774,
Block read exit,394042,8268
Block read entry,394341,
Block read exit,402612,8271
Block read entry,402911,
Block read exit,411668,8757
Block read entry,411967,
Block read exit,420779,8812
Block read entry,421082,
Block read exit,429833,8751
Block read entry,430132,
Block read exit,438887,8755
Block read entry,439186,
Block read exit,447941,8755
Block read entry,448240,
Block read exit,456506,8266
Block read entry,456805,
Block read exit,465073,8268
Block read entry,465372,
Block read exit,473640,8268
Block read entry,473939,
Block read exit,482206,8267
Block read entry,482505,
Block read exit,491260,8755
Block read entry,491559,
Block read exit,500313,8754
Block read entry,500612,
Block read exit,509365,8753
Block read entry,509664,
Block read exit,518417,8753
Block read entry,518716,
Block read exit,526987,8271
Block read entry,527286,
Block read exit,535554,8268
Block read entry,536338,
Block read exit,544609,8271
Block read entry,544908,
Block read exit,553174,8266
Block read entry,553473,
Block read exit,561743,8270
Block read entry,562042,
Block read exit,570795,8753
Block read entry,571094,
Block read exit,579848,8754
Block read entry,580147,
Block read exit,588903,8756
Block read entry,589202,
Block read exit,597958,8756
Block read entry,598257,
Block read exit,606525,8268
Block read entry,606824,
Block read exit,615090,8266
Block read entry,615389,
Block read exit,623656,8267
Block read entry,623955,
Block read exit,632223,8268
Block read entry,632522,
Block read exit,641328,8806
Block read entry,641627,
Block read exit,650379,8752
Block read entry,650678,
Block read exit,659433,8755
Block read entry,659732,
Block read exit,668486,8754
Block read entry,668785,
Block read exit,677541,8756
Block read entry,677840,
Block read exit,686106,8266
Block read entry,686405,
Block read exit,694671,8266
Block read entry,694970,
Block read exit,703240,8270
Block read entry,703539,
Block read exit,711807,8268
Block read entry,712106,
Block read exit,720861,8755
Block read entry,721160,
Block read exit,729920,8760
Block read entry,730219,
Block read exit,738971,8752
Block read entry,739270,
Block read exit,748021,8751
Block read entry,748320,
Block read exit,756586,8266
Block read entry,756885,
Block read exit,765153,8268
Block read entry,765939,
Block read exit,774207,8268
Block read entry,774506,
Block read exit,782774,8268
Block read entry,783073,
Block read exit,791340,8267
Block read entry,791639,
Block read exit,800393,8754
Block read entry,800692,
Block read exit,809448,8756
Block read entry,809747,
Block read exit,818502,8755
Block read entry,818801,
Block read exit,827554,8753
Block read entry,827853,
Block read exit,836119,8266
Block read entry,836418,
Block read exit,844684,8266
Block read entry,844983,
Block read exit,853251,8268
Block read entry,853550,
Block read exit,861818,8268
Block read entry,862117,
Block read exit,870870,8753
Block read entry,871169,
Block read exit,879920,8751
Block read entry,880219,
Block read exit,888974,8755
Block read entry,889273,
Block read exit,898029,8756
Block read entry,898328,
Block read exit,907084,8756
Block read entry,907383,
Block read exit,915650,8267
Block read entry,915949,
Block read exit,924219,8270
Block read entry,924518,
Block read exit,932786,8268
Block read entry,933085,
Block read exit,941352,8267
Block read entry,941651,
Block read exit,950401,8750
Block read entry,950700,
Block read exit,959452,8752
Block read entry,959751,
Block read exit,968502,8751
Block read entry,968801,
Block read exit,977559,8758
Block read entry,977858,
Block read exit,986125,8267
Block read entry,986424,
Block read exit,994690,8266
Block read entry,994989,
Block read exit,1003258,8269
Block read entry,1003557,
Block read exit,1011826,8269
Block read entry,1012125,
Block read exit,1020880,8755
Block read entry,1021179,
Block read exit,1029934,8755
Block read entry,1030233,
Block read exit,1038984,8751
Block read entry,1039283,
Block read exit,1047549,8266
Block read entry,1047848,
Block read exit,1056118,8270
Block read entry,1056417,
Block read exit,1065174,8757
Block read entry,1065473,
Block read exit,1074223,8750
Block read entry,1074522,
Block read exit,1083274,8752
Block read entry,1083573,
Block read exit,1091843,8270
Block read entry,1092142,
Block read exit,1100407,8265
Block read entry,1100709,
Block read exit,1108977,8268
Block read entry,1109276,
Block read exit,1118035,8759
Block read entry,1118334,
Block read exit,1127090,8756
Block read entry,1127389,
Block read exit,1136146,8757
Block read entry,1136445,
Block read exit,1144713,8268
Block read entry,1145012,
Block read exit,1153282,8270
Block read entry,1153581,
Block read exit,1161847,8266
Block read entry,1162146,
Block read exit,1170901,8755
Block read entry,1171200,
Block read exit,1179951,8751
Block read entry,1180250,
Block read exit,1188517,8267
Block read entry,1188816,
Block read exit,1197084,8268
Block read entry,1197383,
Block read exit,1205652,8269
Block read entry,1205951,
Block read exit,1214704,8753
Block read entry,1215003,
Block read exit,1223756,8753
Block read entry,1224055,
Block read exit,1232808,8753
Block read entry,1233107,
Block read exit,1241375,8268
Block read entry,1241674,
Block read exit,1249942,8268
Block read entry,1250241,
Block read exit,1258510,8269
Block read entry,1258809,
Block read exit,1267560,8751
Block read entry,1267859,
Block read exit,1276614,8755
Block read entry,1276913,
Block read exit,1285182,8269
Block read entry,1285481,
Block read exit,1293748,8267
Block read entry,1294047,
Block read exit,1302318,8271
Block read entry,1302617,
Block read exit,1311368,8751
Block read entry,1311667,
Block read exit,1320422,8755
Block read entry,1320721,
Block read exit,1329472,8751
Block read entry,1329771,
Block read exit,1338036,8265
Block read entry,1338335,
Block read exit,1346601,8266
Block read entry,1346900,
Block read exit,1355169,8269
Block read entry,1355468,
Block read exit,1364222,8754
Block read entry,1364521,
Block read exit,1373270,8749
Block read entry,1373569,
Block read exit,1382323,8754
Block read entry,1382622,
Block read exit,1390889,8267
Block read entry,1391188,
Block read exit,1399455,8267
Block read entry,1399754,
Block read exit,1408507,8753
Block read entry,1408806,
Block read exit,1417556,8750
Block read entry,1417855,
Block read exit,1426607,8752
Block read entry,1426906,
Block read exit,1435172,8266
Block read entry,1435471,
Block read exit,1443737,8266
Block read entry,1444036,
Block read exit,1452305,8269
Block read entry,1452604,
Block read exit,1461360,8756
Block read entry,1461659,
Block read exit,1470414,8755
Block read entry,1470713,
Block read exit,1479468,8755
Block read entry,1479767,
Block read exit,1488033,8266
Block read entry,1488332,
Block read exit,1496600,8268
Block read entry,1496899,
Block read exit,1505657,8758
Block read entry,1505956,
Block read exit,1514709,8753
Block read entry,1515008,
Block read exit,1523758,8750
Block read entry,1524057,
Block read exit,1532325,8268
Block read entry,1532624,
Block read exit,1540890,8266
Block read entry,1541189,
Block read exit,1549515,8326
Block read entry,1549814,
Block read exit,1558617,8803
Block read entry,1558916,
Block read exit,1567672,8756
Block read entry,1567971,
Block read exit,1576724,8753
Block read entry,1577023,
Block read exit,1585292,8269
Block read entry,1585591,
Block read exit,1593858,8267
Block read entry,1594157,
Block read exit,1602907,8750
Block read entry,1603206,
Block read exit,1611957,8751
Block read entry,1612256,
Block read exit,1621008,8752
Block read entry,1621307,
Block read exit,1629574,8267
Block read entry,1629873,
Block read exit,1638140,8267
Block read entry,1638439,
Block read exit,1646708,8269
Block read entry,1647007,
Block read exit,1655761,8754
Block read entry,1656060,
Block read exit,1664817,8757
Block read entry,1665116,
Block read exit,1673869,8753
Block read entry,1674168,
Block read exit,1682438,8270
Block read entry,1682737,
Block read exit,1691002,8265
Block read entry,1691301,
Block read exit,1699569,8268
Block read entry,1699868,
Block read exit,1708619,8751
Block read entry,1708918,
Block read exit,1717673,8755
Block read entry,1717972,
Block read exit,1726237,8265
Block read entry,1726536,
Block read exit,1734801,8265
Block read entry,1735100,
Block read exit,1743368,8268
Block read entry,1743667,
Block read exit,1752425,8758
Block read entry,1752724,
Block read exit,1761478,8754
Block read entry,1761777,
Block read exit,1770530,8753
Block read entry,1770829,
Block read exit,1779099,8270
Block read entry,1779398,
Block read exit,1787663,8265
Block read entry,1787962,
Block read exit,1796230,8268
Block read entry,1796529,
Block read exit,1805280,8751
Block read entry,1805579,
Block read exit,1814334,8755
Block read entry,1814633,
Block read exit,1822898,8265
Block read entry,1823197,
Block read exit,1831466,8269
Block read entry,1831765,
Block read exit,1840030,8265
Block read entry,1840329,
Block read exit,1849085,8756
Block read entry,1849384,
Block read exit,1858135,8751
Block read entry,1858434,
Block read exit,1867191,8757
Block read entry,1867490,
Block read exit,1875759,8269
Block read entry,1876546,
Block read exit,1884816,8270
Block read entry,1885115,
Block read exit,1893384,8269
Block read entry,1893683,
Block read exit,1902440,8757
Block read entry,1902739,
Block read exit,1911501,8762
Block read entry,1911800,
