Read file in one pass,File size is 128Kb,
Block read exit,1094508,8265
Block read entry,1094807,
Block read exit,1103559,8752
Block read entry,1103858,
Block read exit,1112614,8756
Block read entry,1112913,
Block read exit,1121666,8753
Block read entry,1121965,
Block read exit,1130233,8268
Block read entry,1131011,
Block read exit,1139279,8268
Block read entry,1139578,
Block read exit,1147849,8271
Block read entry,1148148,
Block read exit,1156901,8753
Block read entry,1157200,
Block read exit,1165951,8751
Block read entry,1166250,
Block read exit,1175010,8760
Block read entry,1175309,
Block read exit,1183579,8270
Block read entry,1183878,
Block read exit,1192148,8270
Block read entry,1192447,
Block read exit,1201202,8755
Block read entry,1201501,
Block read exit,1210261,8760
Block read entry,1210560,
Block read exit,1219311,8751
Block read entry,1219610,
Block read exit,1227881,8271
Block read entry,1228180,
Block read exit,1236447,8267
Block read entry,1236746,
Block read exit,1245014,8268
Block read entry,1245313,
Block read exit,1254070,8757
Block read entry,1254369,
Block read exit,1263121,8752
Block read entry,1263420,
Block read exit,1272180,8760
Block read entry,1272479,
Block read exit,1280746,8267
Block read entry,1281045,
Block read exit,1289313,8268
Block read entry,1289612,
Block read exit,1298367,8755
Block read entry,1298666,
Block read exit,1307422,8756
Block read entry,1307721,
Block read exit,1316476,8755
Block read entry,1316775,
Block read exit,1325045,8270
Block read entry,1325344,
Block read exit,1333614,8270
Block read entry,1333913,
Block read exit,1342180,8267
Block read entry,1342479,
Block read exit,1351234,8755
Block read entry,1351533,
Block read exit,1360288,8755
Block read entry,1360587,
Block read exit,1369340,8753
Block read entry,1369639,
Block read exit,1377908,8269
Block read entry,1378207,
Block read exit,1386473,8266
Block read entry,1386772,
Block read exit,1395043,8271
Block read entry,1395342,
Block read exit,1404095,8753
Block read entry,1404394,
Block read exit,1413143,8749
Block read entry,1413442,
Block read exit,1421711,8269
Block read entry,1422010,
Block read exit,1430276,8266
Block read entry,1430575,
Block read exit,1438840,8265
Block read entry,1439139,
Block read exit,1447942,8803
Block read entry,1448241,
Block read exit,1456996,8755
Block read entry,1457295,
Block read exit,1466050,8755
Block read entry,1466349,
Block read exit,1474619,8270
Block read entry,1474918,
Block read exit,1483183,8265
Block read entry,1483482,
Block read exit,1491748,8266
Block read entry,1492047,
Block read exit,1500805,8758
Block read entry,1501104,
Block read exit,1509857,8753
Block read entry,1510156,
Block read exit,1518423,8267
Block read entry,1518722,
Block read exit,1526990,8268
Block read entry,1527289,
Block read exit,1535556,8267
Block read entry,1535855,
Block read exit,1544665,8810
Block read entry,1544964,
Block read exit,1553719,8755
Block read entry,1554018,
Block read exit,1562776,8758
Block read entry,1563075,
Block read exit,1571342,8267
Block read entry,1571641,
Block read exit,1579907,8266
Block read entry,1580206,
Block read exit,1588473,8267
Block read entry,1588772,
Block read exit,1597525,8753
Block read entry,1597824,
Block read exit,1606575,8751
Block read entry,1606874,
Block read exit,1615145,8271
Block read entry,1615444,
Block read exit,1623710,8266
Block read entry,1624009,
Block read exit,1632275,8266
Block read entry,1632574,
Block read exit,1641332,8758
Block read entry,1641631,
Block read exit,1650381,8750
Block read entry,1650680,
Block read exit,1659431,8751
Block read entry,1659730,
Block read exit,1667998,8268
Block read entry,1668783,
Block read exit,1677049,8266
Block read entry,1677348,
Block read exit,1685616,8268
Block read entry,1685915,
Block read exit,1694664,8749
Block read entry,1694963,
Block read exit,1703716,8753
Block read entry,1704015,
Block read exit,1712766,8751
Block read entry,1713065,
Block read exit,1721332,8267
Block read entry,1721631,
Block read exit,1729897,8266
Block read entry,1730196,
Block read exit,1738948,8752
Block read entry,1739247,
Block read exit,1748003,8756
Block read entry,1748302,
Block read exit,1757060,8758
Block read entry,1757359,
Block read exit,1765625,8266
Block read entry,1765924,
Block read exit,1774192,8268
Block read entry,1774491,
Block read exit,1782757,8266
Block read entry,1783056,
Block read exit,1791809,8753
Block read entry,1792108,
Block read exit,1800865,8757
Block read entry,1801164,
Block read exit,1809915,8751
Block read entry,1810214,
Block read exit,1818480,8266
Block read entry,1818779,
Block read exit,1827048,8269
Block read entry,1827347,
Block read exit,1836098,8751
Block read entry,1836397,
Block read exit,1845152,8755
Block read entry,1845451,
Block read exit,1854202,8751
Block read entry,1854501,
Block read exit,1862767,8266
Block read entry,1863066,
Block read exit,1871335,8269
Block read entry,1871634,
Block read exit,1879904,8270
Block read entry,1880203,
Block read exit,1888957,8754
Block read entry,1889256,
Block read exit,1898057,8801
Block read entry,1898356,
Block read exit,1907107,8751
Block read entry,1907406,
Block read exit,1915675,8269
Block read entry,1915974,
Block read exit,1924241,8267
Block read entry,1924540,
Block read exit,1932805,8265
Block read entry,1933104,
Block read exit,1941863,8759
Block read entry,1942162,
Block read exit,1950913,8751
Block read entry,1951212,
Block read exit,1959479,8267
Block read entry,1959778,
Block read exit,1968046,8268
Block read entry,1968345,
Block read exit,1976615,8270
Block read entry,1976914,
Block read exit,1985669,8755
Block read entry,1985968,
Block read exit,1994723,8755
Block read entry,1995022,
Block read exit,2003778,8756
Block read entry,2004077,
Block read exit,2012346,8269
Block read entry,2012645,
Block read exit,2020912,8267
Block read entry,2021211,
Block read exit,2029481,8270
Block read entry,2029780,
Block read exit,2038535,8755
Block read entry,2038834,
Block read exit,2047586,8752
Block read entry,2047885,
Block read exit,2056151,8266
Block read entry,2056450,
Block read exit,2064717,8267
Block read entry,2065016,
Block read exit,2073286,8270
Block read entry,2073585,
Block read exit,2082338,8753
Block read entry,2082637,
Block read exit,2091390,8753
Block read entry,2091689,
Block read exit,2100442,8753
Block read entry,2100741,
Block read exit,2109010,8269
Block read entry,2109309,
Block read exit,2117578,8269
Block read entry,2117877,
Block read exit,2126143,8266
Block read entry,2126442,
Block read exit,2135199,8757
Block read entry,2135498,
Block read exit,2144248,8750
Block read entry,2144547,
Block read exit,2152813,8266
Block read entry,2153112,
Block read exit,2161382,8270
Block read entry,2161681,
Block read exit,2169950,8269
Block read entry,2170249,
Block read exit,2179000,8751
Block read entry,2179299,
Block read exit,2188056,8757
Block read entry,2188355,
Block read exit,2197105,8750
Block read entry,2197404,
Block read exit,2205674,8270
Block read entry,2206458,
Block read exit,2214726,8268
Block read entry,2215025,
Block read exit,2223295,8270
Block read entry,2223594,
Block read exit,2232348,8754
Block read entry,2232647,
Block read exit,2241395,8748
Block read entry,2241694,
Block read exit,2250448,8754
Block read entry,2250747,
Block read exit,2259013,8266
Block read entry,2259312,
Block read exit,2267578,8266
Block read entry,2267877,
Block read exit,2276627,8750
Block read entry,2276926,
Block read exit,2285681,8755
Block read entry,2285980,
Block read exit,2294730,8750
min,8264,
max,8815,
Set mark entry,2295026,
Set mark exit,2302894,7868
Close entry,2303098,
Close exit,2306063,2965
