Read file per 512 bytes,File size is 256Kb
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
Block read entry,00000000
Block read exit,00000000
