Read file in one pass,File size is 256Kb,
Block read exit,2642349,18608
Block read entry,2642648,
Block read exit,2661365,18717
Block read entry,2661664,
Block read exit,2680377,18713
Block read entry,2680676,
Block read exit,2699388,18712
Block read entry,2699687,
Block read exit,2718389,18702
Block read entry,2718688,
Block read exit,2741086,22398
Block read entry,2741385,
Block read exit,2760490,19105
Block read entry,2760789,
Block read exit,2779659,18870
Block read entry,2779958,
Block read exit,2798832,18874
Block read entry,2799131,
Block read exit,2818001,18870
Block read entry,2818300,
Block read exit,2837342,19042
Block read entry,2837641,
Block read exit,2856525,18884
Block read entry,2856824,
Block read exit,2876097,19273
Block read entry,2876396,
Block read exit,2897832,21436
Block read entry,2898131,
Block read exit,2916367,18236
Block read entry,2916669,
Block read exit,2935058,18389
Block read entry,2935357,
Block read exit,2953753,18396
Block read entry,2954052,
Block read exit,2972452,18400
Block read entry,2972751,
Block read exit,2991033,18282
Block read entry,2991332,
Block read exit,3009725,18393
Block read entry,3010024,
Block read exit,3028579,18555
Block read entry,3028878,
Block read exit,3050472,21594
Block read entry,3051256,
Block read exit,3069811,18555
Block read entry,3070110,
Block read exit,3088661,18551
Block read entry,3088960,
Block read exit,3107411,18451
Block read entry,3107710,
Block read exit,3126263,18553
Block read entry,3126562,
Block read exit,3145122,18560
Block read entry,3145421,
Block read exit,3163974,18553
Block read entry,3164273,
Block read exit,3182826,18553
Block read entry,3183125,
Block read exit,3205371,22246
Block read entry,3205670,
Block read exit,3224125,18455
Block read entry,3224424,
Block read exit,3243142,18718
Block read entry,3243441,
Block read exit,3262158,18717
Block read entry,3262457,
Block read exit,3281164,18707
Block read entry,3281463,
Block read exit,3300178,18715
Block read entry,3300477,
Block read exit,3319580,19103
Block read entry,3319879,
Block read exit,3338587,18708
Block read entry,3338886,
Block read exit,3360804,21918
Block read entry,3361103,
Block read exit,3379807,18704
Block read entry,3380106,
Block read exit,3398814,18708
Block read entry,3399113,
Block read exit,3417996,18883
Block read entry,3418295,
Block read exit,3437056,18761
Block read entry,3437355,
Block read exit,3456123,18768
Block read entry,3456422,
Block read exit,3475297,18875
Block read entry,3475596,
Block read exit,3494474,18878
Block read entry,3494773,
Block read exit,3516200,21427
Block read entry,3516499,
Block read exit,3534886,18387
Block read entry,3535185,
Block read exit,3553581,18396
Block read entry,3553880,
Block read exit,3572177,18297
Block read entry,3572476,
Block read exit,3590876,18400
Block read entry,3591175,
Block read exit,3609575,18400
Block read entry,3609874,
Block read exit,3628274,18400
Block read entry,3628573,
Block read exit,3646974,18401
Block read entry,3647273,
Block read exit,3669251,21978
Block read entry,3669550,
Block read exit,3688003,18453
Block read entry,3688302,
Block read exit,3707015,18713
Block read entry,3707314,
Block read exit,3725868,18554
Block read entry,3726654,
Block read exit,3745200,18546
Block read entry,3745499,
Block read exit,3764056,18557
Block read entry,3764355,
Block read exit,3782804,18449
Block read entry,3783103,
Block read exit,3801654,18551
Block read entry,3801953,
Block read exit,3823714,21761
Block read entry,3824013,
Block read exit,3842720,18707
Block read entry,3843019,
Block read exit,3861726,18707
Block read entry,3862025,
Block read exit,3880741,18716
Block read entry,3881040,
Block read exit,3900149,19109
Block read entry,3900448,
Block read exit,3919169,18721
Block read entry,3919468,
Block read exit,3938183,18715
Block read entry,3938482,
Block read exit,3957187,18705
Block read entry,3957486,
Block read exit,3979398,21912
Block read entry,3979697,
Block read exit,3998417,18720
Block read entry,3998716,
Block read exit,4017494,18778
Block read entry,4017793,
Block read exit,4036567,18774
Block read entry,4036866,
Block read exit,4055743,18877
Block read entry,4056042,
Block read exit,4074916,18874
Block read entry,4075215,
Block read exit,4094091,18876
Block read entry,4094390,
Block read exit,4113264,18874
Block read entry,4113563,
Block read exit,4135492,21929
Block read entry,4135791,
Block read exit,4154573,18782
Block read entry,4154872,
Block read exit,4173273,18401
Block read entry,4173572,
Block read exit,4191962,18390
Block read entry,4192261,
Block read exit,4210712,18451
Block read entry,4211011,
Block read exit,4229401,18390
Block read entry,4229700,
Block read exit,4247990,18290
Block read entry,4248289,
Block read exit,4266685,18396
Block read entry,4266984,
Block read exit,4288577,21593
Block read entry,4288876,
Block read exit,4307426,18550
Block read entry,4307725,
Block read exit,4326287,18562
Block read entry,4326586,
Block read exit,4345134,18548
Block read entry,4345433,
Block read exit,4363884,18451
Block read entry,4364183,
Block read exit,4382738,18555
Block read entry,4383037,
Block read exit,4401589,18552
Block read entry,4401888,
Block read exit,4420442,18554
Block read entry,4420741,
Block read exit,4442491,21750
Block read entry,4442790,
Block read exit,4461342,18552
Block read entry,4461641,
Block read exit,4480746,19105
Block read entry,4481045,
Block read exit,4499763,18718
Block read entry,4500062,
Block read exit,4518934,18872
Block read entry,4519233,
Block read exit,4537945,18712
Block read entry,4538244,
Block read exit,4556966,18722
Block read entry,4557265,
Block read exit,4576368,19103
Block read entry,4576667,
Block read exit,4598910,22243
Block read entry,4599209,
Block read exit,4617919,18710
Block read entry,4618218,
Block read exit,4637256,19038
Block read entry,4637555,
Block read exit,4656271,18716
Block read entry,4657056,
Block read exit,4675929,18873
Block read entry,4676228,
Block read exit,4695102,18874
Block read entry,4695401,
Block read exit,4714824,19423
Block read entry,4715123,
Block read exit,4733998,18875
Block read entry,4734297,
Block read exit,4755728,21431
Block read entry,4756027,
Block read exit,4774415,18388
Block read entry,4774714,
Block read exit,4793108,18394
Block read entry,4793407,
Block read exit,4811809,18402
Block read entry,4812108,
Block read exit,4831049,18941
Block read entry,4831348,
Block read exit,4849798,18450
Block read entry,4850097,
Block read exit,4868497,18400
Block read entry,4868796,
Block read exit,4887349,18553
Block read entry,4887648,
Block read exit,4909244,21596
Block read entry,4909543,
Block read exit,4928101,18558
Block read entry,4928400,
Block read exit,4947346,18946
Block read entry,4947645,
Block read exit,4966342,18697
Block read entry,4966641,
Block read exit,4985192,18551
Block read entry,4985491,
Block read exit,5004040,18549
Block read entry,5004339,
Block read exit,5022893,18554
Block read entry,5023192,
Block read exit,5042123,18931
Block read entry,5042422,
Block read exit,5064660,22238
Block read entry,5064959,
Block read exit,5083680,18721
Block read entry,5083979,
Block read exit,5102686,18707
Block read entry,5102985,
Block read exit,5121704,18719
Block read entry,5122003,
Block read exit,5140714,18711
Block read entry,5141013,
Block read exit,5159623,18610
Block read entry,5159922,
Block read exit,5178524,18602
Block read entry,5178823,
Block read exit,5197538,18715
Block read entry,5197837,
Block read exit,5219759,21922
Block read entry,5220058,
Block read exit,5238934,18876
Block read entry,5239233,
Block read exit,5258111,18878
Block read entry,5258410,
Block read exit,5277283,18873
Block read entry,5277582,
Block read exit,5296848,19266
Block read entry,5297147,
Block read exit,5316024,18877
Block read entry,5316323,
Block read exit,5335196,18873
Block read entry,5335495,
Block read exit,5354378,18883
Block read entry,5354677,
Block read exit,5376118,21441
Block read entry,5376417,
Block read exit,5394651,18234
Block read entry,5394953,
Block read exit,5413248,18295
Block read entry,5413547,
Block read exit,5431948,18401
Block read entry,5432247,
Block read exit,5450648,18401
Block read entry,5450947,
Block read exit,5469338,18391
Block read entry,5469637,
Block read exit,5488037,18400
Block read entry,5488336,
Block read exit,5507272,18936
Block read entry,5507571,
Block read exit,5529660,22089
Block read entry,5529959,
Block read exit,5548512,18553
Block read entry,5548811,
Block read exit,5567368,18557
Block read entry,5567667,
Block read exit,5586374,18707
Block read entry,5586673,
Block read exit,5605231,18558
Block read entry,5605530,
Block read exit,5623986,18456
Block read entry,5624285,
Block read exit,5642838,18553
Block read entry,5643137,
Block read exit,5661685,18548
Block read entry,5661984,
Block read exit,5683584,21600
Block read entry,5683883,
Block read exit,5702433,18550
Block read entry,5702732,
Block read exit,5721438,18706
Block read entry,5721737,
Block read exit,5740344,18607
Block read entry,5740643,
Block read exit,5759250,18607
Block read entry,5759549,
Block read exit,5778259,18710
Block read entry,5778558,
Block read exit,5797439,18881
Block read entry,5797738,
Block read exit,5816451,18713
Block read entry,5816750,
Block read exit,5838501,21751
Block read entry,5838800,
Block read exit,5857510,18710
Block read entry,5857809,
Block read exit,5876915,19106
Block read entry,5877214,
Block read exit,5895932,18718
Block read entry,5896231,
Block read exit,5915106,18875
Block read entry,5915405,
Block read exit,5934286,18881
Block read entry,5934585,
Block read exit,5953452,18867
Block read entry,5953751,
Block read exit,5972525,18774
Block read entry,5972824,
Block read exit,5994806,21982
Block read entry,5995105,
Block read exit,6013245,18140
Block read entry,6013547,
Block read exit,6031947,18400
Block read entry,6032246,
Block read exit,6050640,18394
Block read entry,6050939,
Block read exit,6069343,18404
Block read entry,6069642,
Block read exit,6087931,18289
Block read entry,6088230,
Block read exit,6106623,18393
Block read entry,6106922,
Block read exit,6125474,18552
Block read entry,6125773,
Block read exit,6147373,21600
Block read entry,6147672,
Block read exit,6166222,18550
Block read entry,6166521,
Block read exit,6185074,18553
Block read entry,6185373,
Block read exit,6204311,18938
Block read entry,6204610,
Block read exit,6223161,18551
Block read entry,6223460,
Block read exit,6242014,18554
Block read entry,6242313,
Block read exit,6260878,18565
Block read entry,6261177,
Block read exit,6279729,18552
Block read entry,6280028,
Block read exit,6301936,21908
Block read entry,6302235,
Block read exit,6320848,18613
Block read entry,6321147,
Block read exit,6339757,18610
Block read entry,6340056,
Block read exit,6358760,18704
Block read entry,6359059,
Block read exit,6377780,18721
Block read entry,6378079,
Block read exit,6396800,18721
Block read entry,6397099,
Block read exit,6415816,18717
Block read entry,6416115,
Block read exit,6435216,19101
Block read entry,6435515,
Block read exit,6458081,22566
Block read entry,6458380,
Block read exit,6477097,18717
Block read entry,6477396,
Block read exit,6496275,18879
Block read entry,6496574,
Block read exit,6515440,18866
Block read entry,6515739,
Block read exit,6534614,18875
Block read entry,6534913,
Block read exit,6553678,18765
Block read entry,6553977,
Block read exit,6572741,18764
Block read entry,6573040,
Block read exit,6592078,19038
Block read entry,6592377,
Block read exit,6613813,21436
Block read entry,6614112,
Block read exit,6632500,18388
Block read entry,6632799,
Block read exit,6651196,18397
Block read entry,6651495,
Block read exit,6670049,18554
Block read entry,6670348,
Block read exit,6688635,18287
Block read entry,6688934,
Block read exit,6707328,18394
Block read entry,6707627,
Block read exit,6726023,18396
Block read entry,6726809,
Block read exit,6745416,18607
Block read entry,6745715,
Block read exit,6767309,21594
Block read entry,6767608,
Block read exit,6785901,18293
Block read entry,6786200,
Block read exit,6804642,18442
Block read entry,6804941,
Block read exit,6823501,18560
Block read entry,6823800,
Block read exit,6842353,18553
Block read entry,6843141,
Block read exit,6861698,18557
Block read entry,6861997,
Block read exit,6880447,18450
Block read entry,6880746,
Block read exit,6899188,18442
Block read entry,6899487,
Block read exit,6921244,21757
Block read entry,6921543,
Block read exit,6940261,18718
Block read entry,6940560,
Block read exit,6959273,18713
Block read entry,6959572,
Block read exit,6978292,18720
Block read entry,6978591,
Block read exit,6997296,18705
Block read entry,6997595,
Block read exit,7016698,19103
Block read entry,7016997,
Block read exit,7035712,18715
Block read entry,7036011,
Block read exit,7054732,18721
Block read entry,7055031,
Block read exit,7076784,21753
Block read entry,7077083,
Block read exit,7095800,18717
Block read entry,7096099,
Block read exit,7114812,18713
Block read entry,7115111,
Block read exit,7133718,18607
Block read entry,7134017,
Block read exit,7152899,18882
Block read entry,7153198,
Block read exit,7172080,18882
Block read entry,7172379,
Block read exit,7191258,18879
Block read entry,7191557,
Block read exit,7210436,18879
Block read entry,7210735,
Block read exit,7232165,21430
Block read entry,7232464,
Block read exit,7250852,18388
Block read entry,7251151,
Block read exit,7269597,18446
Block read entry,7269896,
Block read exit,7288290,18394
Block read entry,7288589,
Block read exit,7306994,18405
Block read entry,7307293,
Block read exit,7325850,18557
Block read entry,7326149,
Block read exit,7344547,18398
Block read entry,7344846,
Block read exit,7363307,18461
Block read entry,7363606,
Block read exit,7385411,21805
Block read entry,7385710,
Block read exit,7404267,18557
Block read entry,7404566,
Block read exit,7423116,18550
Block read entry,7423415,
Block read exit,7442254,18839
Block read entry,7442553,
Block read exit,7461108,18555
Block read entry,7461407,
Block read exit,7480346,18939
Block read entry,7480645,
Block read exit,7499197,18552
Block read entry,7499496,
Block read exit,7518055,18559
Block read entry,7518354,
Block read exit,7540109,21755
Block read entry,7540408,
Block read exit,7558963,18555
Block read entry,7559262,
Block read exit,7577981,18719
Block read entry,7578280,
Block read exit,7597380,19100
Block read entry,7597679,
Block read exit,7616401,18722
Block read entry,7616700,
Block read exit,7635415,18715
Block read entry,7635714,
Block read exit,7654429,18715
Block read entry,7654728,
Block read exit,7673441,18713
Block read entry,7673740,
Block read exit,7695649,21909
Block read entry,7695948,
Block read exit,7714660,18712
Block read entry,7714959,
Block read exit,7733731,18772
Block read entry,7734030,
Block read exit,7752898,18868
Block read entry,7753197,
Block read exit,7772074,18877
Block read entry,7772373,
Block read exit,7791241,18868
Block read entry,7791540,
Block read exit,7810422,18882
Block read entry,7810721,
Block read exit,7829490,18769
Block read entry,7829789,
Block read exit,7851703,21914
Block read entry,7852002,
Block read exit,7870234,18232
Block read entry,7870533,
Block read exit,7888929,18396
Block read entry,7889228,
Block read exit,7907628,18400
Block read entry,7907927,
Block read exit,7926325,18398
Block read entry,7926624,
Block read exit,7945403,18779
Block read entry,7945702,
Block read exit,7964100,18398
Block read entry,7964399,
Block read exit,7982800,18401
Block read entry,7983099,
Block read exit,8004693,21594
Block read entry,8004992,
Block read exit,8023545,18553
Block read entry,8023844,
Block read exit,8042398,18554
Block read entry,8042697,
Block read exit,8061795,19098
Block read entry,8062094,
Block read exit,8080651,18557
Block read entry,8080950,
Block read exit,8099498,18548
Block read entry,8099797,
Block read exit,8118348,18551
Block read entry,8118647,
Block read exit,8137205,18558
Block read entry,8137504,
Block read exit,8159100,21596
Block read entry,8159399,
Block read exit,8178344,18945
Block read entry,8178643,
Block read exit,8197364,18721
Block read entry,8197663,
Block read exit,8216376,18713
Block read entry,8216675,
Block read exit,8235382,18707
Block read entry,8235681,
Block read exit,8254385,18704
Block read entry,8254684,
Block read exit,8273397,18713
Block read entry,8273696,
Block read exit,8292311,18615
Block read entry,8292610,
Block read exit,8314522,21912
Block read entry,8314821,
Block read exit,8333866,19045
Block read entry,8334165,
Block read exit,8352878,18713
Block read entry,8353177,
Block read exit,8372055,18878
Block read entry,8372354,
Block read exit,8391228,18874
Block read entry,8391527,
Block read exit,8410946,19419
Block read entry,8411245,
Block read exit,8430019,18774
Block read entry,8430318,
Block read exit,8449192,18874
Block read entry,8449491,
Block read exit,8470914,21423
Block read entry,8471213,
Block read exit,8489449,18236
Block read entry,8489748,
Block read exit,8508144,18396
Block read entry,8508443,
Block read exit,8526737,18294
Block read entry,8527036,
Block read exit,8545422,18386
Block read entry,8545721,
Block read exit,8564121,18400
Block read entry,8564420,
Block read exit,8582820,18400
Block read entry,8583119,
Block read exit,8601515,18396
Block read entry,8601814,
Block read exit,8623408,21594
Block read entry,8623707,
Block read exit,8642705,18998
Block read entry,8643004,
Block read exit,8661564,18560
Block read entry,8661863,
Block read exit,8680416,18553
Block read entry,8680715,
Block read exit,8699272,18557
Block read entry,8699571,
Block read exit,8718121,18550
Block read entry,8718420,
Block read exit,8736864,18444
Block read entry,8737163,
Block read exit,8755709,18546
Block read entry,8756008,
Block read exit,8777758,21750
Block read entry,8778057,
Block read exit,8796920,18863
Block read entry,8797219,
Block read exit,8815936,18717
Block read entry,8816723,
Block read exit,8835436,18713
Block read entry,8835735,
Block read exit,8854452,18717
Block read entry,8854751,
Block read exit,8873365,18614
Block read entry,8873664,
Block read exit,8892377,18713
Block read entry,8892676,
Block read exit,8911385,18709
Block read entry,8911684,
Block read exit,8933599,21915
Block read entry,8933898,
Block read exit,8952934,19036
Block read entry,8953233,
Block read exit,8972103,18870
Block read entry,8972402,
Block read exit,8991163,18761
Block read entry,8991462,
Block read exit,9010234,18772
Block read entry,9010533,
Block read exit,9029408,18875
Block read entry,9029707,
Block read exit,9048589,18882
Block read entry,9048888,
Block read exit,9067761,18873
Block read entry,9068060,
Block read exit,9089494,21434
Block read entry,9089793,
Block read exit,9108023,18230
Block read entry,9108322,
Block read exit,9126613,18291
Block read entry,9126912,
Block read exit,9145313,18401
Block read entry,9145612,
Block read exit,9163992,18380
Block read entry,9164291,
Block read exit,9182684,18393
Block read entry,9182983,
Block read exit,9201532,18549
Block read entry,9201831,
Block read exit,9220122,18291
Block read entry,9220421,
Block read exit,9242012,21591
Block read entry,9242311,
Block read exit,9260869,18558
Block read entry,9261168,
Block read exit,9279776,18608
Block read entry,9280075,
Block read exit,9298632,18557
Block read entry,9298931,
Block read exit,9317485,18554
Block read entry,9317784,
Block read exit,9336399,18615
Block read entry,9336698,
Block read exit,9355407,18709
Block read entry,9355706,
Block read exit,9374258,18552
Block read entry,9374557,
Block read exit,9396312,21755
Block read entry,9396611,
Block read exit,9415165,18554
Block read entry,9415464,
Block read exit,9434179,18715
Block read entry,9434478,
Block read exit,9453581,19103
Block read entry,9453880,
Block read exit,9472598,18718
Block read entry,9472897,
Block read exit,9491602,18705
Block read entry,9491901,
Block read exit,9510619,18718
Block read entry,9510918,
Block read exit,9529633,18715
Block read entry,9529932,
Block read exit,9551838,21906
Block read entry,9552137,
Block read exit,9570747,18610
Block read entry,9571046,
Block read exit,9589654,18608
Block read entry,9589953,
Block read exit,9608661,18708
Block read entry,9608960,
Block read exit,9627833,18873
Block read entry,9628132,
Block read exit,9647004,18872
Block read entry,9647303,
Block read exit,9666175,18872
Block read entry,9666474,
Block read exit,9685734,19260
Block read entry,9686033,
Block read exit,9707795,21762
Block read entry,9708094,
Block read exit,9726499,18405
Block read entry,9726798,
Block read exit,9745187,18389
Block read entry,9745486,
Block read exit,9763884,18398
Block read entry,9764183,
Block read exit,9782733,18550
Block read entry,9783032,
Block read exit,9801807,18775
Block read entry,9802106,
Block read exit,9820496,18390
Block read entry,9820795,
Block read exit,9839350,18555
Block read entry,9839649,
Block read exit,9861236,21587
Block read entry,9861535,
Block read exit,9880091,18556
Block read entry,9880390,
Block read exit,9898946,18556
Block read entry,9899245,
Block read exit,9918364,19119
Block read entry,9918663,
Block read exit,9937209,18546
Block read entry,9937508,
Block read exit,9956060,18552
Block read entry,9956359,
Block read exit,9974918,18559
Block read entry,9975217,
Block read exit,9993776,18559
Block read entry,9994075,
Block read exit,10015669,21594
Block read entry,10015968,
Block read exit,10034686,18718
Block read entry,10034985,
Block read exit,10054082,19097
Block read entry,10054381,
Block read exit,10073096,18715
Block read entry,10073395,
Block read exit,10092117,18722
Block read entry,10092416,
Block read exit,10111131,18715
Block read entry,10111430,
Block read exit,10130152,18722
Block read entry,10130451,
Block read exit,10149334,18883
Block read entry,10149633,
Block read exit,10171386,21753
min,18140,
max,28479,
Set mark entry,10171678,
Set mark exit,10171906,228
Close entry,10172106,
Close exit,10172292,186
Read file b-by-b low level,File size is 256Kb,
Open entry,0,
Open exit,170070,170070
Block read entry,170341,
Block read exit,198489,28148
Block read entry,198793,
Block read exit,217982,19189
Block read entry,218284,
Block read exit,237626,19342
Block read entry,237925,
Block read exit,257114,19189
Block read entry,257413,
Block read exit,276987,19574
Block read entry,277286,
Block read exit,296474,19188
Block read entry,296776,
Block read exit,315954,19178
Block read entry,316256,
Block read exit,337836,21580
Block read entry,338135,
Block read exit,356846,18711
Block read entry,357148,
Block read exit,376291,19143
Block read entry,376590,
Block read exit,395298,18708
Block read entry,395600,
Block read exit,414297,18697
Block read entry,414599,
Block read exit,433296,18697
Block read entry,433595,
Block read exit,452681,19086
Block read entry,452980,
Block read exit,471688,18708
Block read entry,471987,
Block read exit,493724,21737
Block read entry,494023,
Block read exit,512734,18711
Block read entry,513033,
Block read exit,531898,18865
Block read entry,532197,
Block read exit,550951,18754
Block read entry,551250,
Block read exit,570112,18862
Block read entry,570411,
Block read exit,589271,18860
Block read entry,589570,
Block read exit,608431,18861
Block read entry,608730,
Block read exit,628149,19419
Block read entry,628448,
Block read exit,650352,21904
Block read entry,650651,
Block read exit,669676,19025
Block read entry,669975,
Block read exit,688832,18857
Block read entry,689131,
Block read exit,708145,19014
Block read entry,708444,
Block read exit,727851,19407
Block read entry,728150,
Block read exit,747175,19025
Block read entry,747474,
Block read exit,766659,19185
Block read entry,766958,
Block read exit,785973,19015
Block read entry,786272,
Block read exit,808978,22706
Block read entry,809277,
Block read exit,828676,19399
Block read entry,828975,
Block read exit,848159,19184
Block read entry,848458,
Block read exit,867800,19342
Block read entry,868099,
Block read exit,887284,19185
Block read entry,887583,
Block read exit,906779,19196
Block read entry,907078,
Block read exit,926156,19078
Block read entry,926455,
Block read exit,945633,19178
Block read entry,945932,
Block read exit,967509,21577
Block read entry,967808,
Block read exit,986519,18711
Block read entry,986818,
Block read exit,1005414,18596
Block read entry,1005716,
Block read exit,1024308,18592
Block read entry,1024610,
Block read exit,1043366,18756
Block read entry,1043665,
Block read exit,1062369,18704
Block read entry,1062668,
Block read exit,1081374,18706
Block read entry,1081673,
Block read exit,1100375,18702
Block read entry,1100674,
Block read exit,1122906,22232
Block read entry,1123205,
Block read exit,1142451,19246
Block read entry,1142750,
Block read exit,1161622,18872
Block read entry,1161921,
Block read exit,1180782,18861
Block read entry,1181081,
Block read exit,1199939,18858
Block read entry,1200238,
Block read exit,1219102,18864
Block read entry,1219401,
Block read exit,1238168,18767
Block read entry,1238467,
Block read exit,1257221,18754
Block read entry,1257520,
Block read exit,1279588,22068
Block read entry,1279887,
Block read exit,1298741,18854
Block read entry,1299040,
Block read exit,1318068,19028
Block read entry,1318367,
Block read exit,1337554,19187
Block read entry,1337853,
Block read exit,1356877,19024
Block read entry,1357176,
Block read exit,1376103,18927
Block read entry,1376402,
Block read exit,1395322,18920
Block read entry,1395621,
Block read exit,1414805,19184
Block read entry,1415104,
Block read exit,1437324,22220
Block read entry,1437623,
Block read exit,1456646,19023
Block read entry,1456945,
Block read exit,1476136,19191
Block read entry,1476435,
Block read exit,1495619,19184
Block read entry,1495918,
Block read exit,1515098,19180
Block read entry,1515397,
Block read exit,1534967,19570
Block read entry,1535266,
Block read exit,1554451,19185
Block read entry,1554750,
Block read exit,1573932,19182
Block read entry,1574231,
Block read exit,1595814,21583
Block read entry,1596113,
Block read exit,1614655,18542
Block read entry,1614957,
Block read exit,1633664,18707
Block read entry,1633963,
Block read exit,1652570,18607
Block read entry,1652869,
Block read exit,1671472,18603
Block read entry,1671771,
Block read exit,1690474,18703
Block read entry,1690773,
Block read exit,1709484,18711
Block read entry,1709783,
Block read exit,1728487,18704
Block read entry,1728786,
Block read exit,1750537,21751
Block read entry,1750836,
Block read exit,1769546,18710
Block read entry,1769845,
Block read exit,1789097,19252
Block read entry,1789396,
Block read exit,1808255,18859
Block read entry,1808554,
Block read exit,1827581,19027
Block read entry,1827880,
Block read exit,1846753,18873
Block read entry,1847052,
Block read exit,1865919,18867
Block read entry,1866218,
Block read exit,1884979,18761
Block read entry,1885278,
Block read exit,1907558,22280
Block read entry,1907857,
Block read exit,1926788,18931
Block read entry,1927087,
Block read exit,1946114,19027
Block read entry,1946413,
Block read exit,1965436,19023
Block read entry,1965735,
Block read exit,1984924,19189
Block read entry,1985223,
Block read exit,2004415,19192
Block read entry,2004714,
Block read exit,2023739,19025
Block read entry,2024038,
Block read exit,2042954,18916
Block read entry,2043253,
Block read exit,2065806,22553
Block read entry,2066105,
Block read exit,2085120,19015
Block read entry,2085419,
Block read exit,2104442,19023
Block read entry,2104741,
Block read exit,2123761,19020
Block read entry,2124060,
Block read exit,2143247,19187
Block read entry,2143546,
Block read exit,2162730,19184
Block read entry,2163029,
Block read exit,2182762,19733
Block read entry,2183061,
Block read exit,2202248,19187
Block read entry,2202547,
Block read exit,2224129,21582
Block read entry,2224428,
Block read exit,2242974,18546
Block read entry,2243273,
Block read exit,2261978,18705
Block read entry,2262277,
Block read exit,2281141,18864
Block read entry,2281440,
Block read exit,2300041,18601
Block read entry,2300340,
Block read exit,2318989,18649
Block read entry,2319288,
Block read exit,2337987,18699
Block read entry,2338286,
Block read exit,2357152,18866
Block read entry,2357451,
Block read exit,2379347,21896
Block read entry,2379646,
Block read exit,2398670,19024
Block read entry,2398969,
Block read exit,2417835,18866
Block read entry,2418134,
Block read exit,2437514,19380
Block read entry,2437813,
Block read exit,2456680,18867
Block read entry,2456979,
Block read exit,2475846,18867
Block read entry,2476145,
Block read exit,2495004,18859
Block read entry,2495303,
Block read exit,2514163,18860
Block read entry,2514462,
Block read exit,2536525,22063
Block read entry,2536824,
Block read exit,2556008,19184
Block read entry,2556307,
Block read exit,2575873,19566
Block read entry,2576172,
Block read exit,2595195,19023
Block read entry,2595494,
Block read exit,2614508,19014
Block read entry,2614807,
Block read exit,2633834,19027
Block read entry,2634133,
Block read exit,2653154,19021
Block read entry,2653453,
Block read exit,2672473,19020
Block read entry,2672772,
Block read exit,2695327,22555
Block read entry,2695626,
Block read exit,2715035,19409
Block read entry,2715334,
Block read exit,2734518,19184
Block read entry,2734817,
Block read exit,2754001,19184
Block read entry,2754300,
Block read exit,2773493,19193
Block read entry,2773792,
Block read exit,2792979,19187
Block read entry,2793278,
Block read exit,2812465,19187
Block read entry,2812764,
Block read exit,2831848,19084
Block read entry,2832147,
Block read exit,2854263,22116
Block read entry,2854562,
Block read exit,2873005,18443
Block read entry,2873307,
Block read exit,2892017,18710
Block read entry,2892316,
Block read exit,2911030,18714
Block read entry,2911813,
Block read exit,2930677,18864
Block read entry,2930976,
Block read exit,2949732,18756
Block read entry,2950031,
Block read exit,2969121,19090
Block read entry,2969420,
Block read exit,2988122,18702
Block read entry,2988421,
Block read exit,3010320,21899
Block read entry,3010619,
Block read exit,3029484,18865
Block read entry,3029783,
Block read exit,3048644,18861
Block read entry,3048943,
Block read exit,3067808,18865
Block read entry,3068107,
Block read exit,3086870,18763
Block read entry,3087169,
Block read exit,3105937,18768
Block read entry,3106236,
Block read exit,3125089,18853
Block read entry,3125388,
Block read exit,3144255,18867
Block read entry,3144554,
Block read exit,3166618,22064
Block read entry,3166917,
Block read exit,3185777,18860
Block read entry,3186076,
Block read exit,3205260,19184
Block read entry,3205559,
Block read exit,3224969,19410
Block read entry,3225268,
Block read exit,3244193,18925
Block read entry,3244492,
Block read exit,3263519,19027
Block read entry,3263818,
Block read exit,3282842,19024
Block read entry,3283141,
Block read exit,3302166,19025
Block read entry,3302465,
Block read exit,3324530,22065
Block read entry,3324829,
Block read exit,3343843,19014
Block read entry,3344142,
Block read exit,3363057,18915
Block read entry,3363356,
Block read exit,3382434,19078
Block read entry,3382733,
Block read exit,3401922,19189
Block read entry,3402221,
Block read exit,3421413,19192
Block read entry,3421712,
Block read exit,3440894,19182
Block read entry,3441193,
Block read exit,3460375,19182
Block read entry,3460674,
Block read exit,3482253,21579
Block read entry,3482552,
Block read exit,3500989,18437
Block read entry,3501291,
Block read exit,3519891,18600
Block read entry,3520190,
Block read exit,3538896,18706
Block read entry,3539195,
Block read exit,3557905,18710
Block read entry,3558692,
Block read exit,3577387,18695
Block read entry,3577686,
Block read exit,3596390,18704
Block read entry,3596689,
Block read exit,3615289,18600
Block read entry,3615588,
Block read exit,3637488,21900
Block read entry,3637787,
Block read exit,3656648,18861
Block read entry,3656947,
Block read exit,3675806,18859
Block read entry,3676105,
Block read exit,3694977,18872
Block read entry,3695276,
Block read exit,3714137,18861
Block read entry,3714436,
Block read exit,3733197,18761
Block read entry,3733496,
Block read exit,3752250,18754
Block read entry,3752549,
Block read exit,3771412,18863
Block read entry,3771711,
Block read exit,3793621,21910
Block read entry,3793920,
Block read exit,3812947,19027
Block read entry,3813246,
Block read exit,3832433,19187
Block read entry,3832732,
Block read exit,3851914,19182
Block read entry,3852213,
Block read exit,3871129,18916
Block read entry,3871428,
Block read exit,3890355,18927
Block read entry,3890654,
Block read exit,3909672,19018
Block read entry,3909971,
Block read exit,3928992,19021
Block read entry,3929291,
Block read exit,3951355,22064
