Read file in one pass,File size is 128Kb,
Block read exit,2479375,22067
Block read entry,2479674,
Block read exit,2498746,19072
Block read entry,2499045,
Block read exit,2518449,19404
Block read entry,2518748,
Block read exit,2537672,18924
Block read entry,2537971,
Block read exit,2556998,19027
Block read entry,2557297,
Block read exit,2576324,19027
Block read entry,2576623,
Block read exit,2595650,19027
Block read entry,2595949,
Block read exit,2614970,19021
Block read entry,2615269,
Block read exit,2637821,22552
Block read entry,2638120,
Block read exit,2657044,18924
Block read entry,2657343,
Block read exit,2676591,19248
Block read entry,2676890,
Block read exit,2696077,19187
Block read entry,2696376,
Block read exit,2715563,19187
Block read entry,2715862,
Block read exit,2735053,19191
Block read entry,2735352,
Block read exit,2754532,19180
Block read entry,2754831,
Block read exit,2774010,19179
Block read entry,2774309,
Block read exit,2796547,22238
Block read entry,2796846,
Block read exit,2815292,18446
Block read entry,2815594,
Block read exit,2834302,18708
Block read entry,2834601,
Block read exit,2853459,18858
Block read entry,2853758,
Block read exit,2872453,18695
Block read entry,2872752,
Block read exit,2891458,18706
Block read entry,2891757,
Block read exit,2910852,19095
Block read entry,2911151,
Block read exit,2929854,18703
Block read entry,2930153,
Block read exit,2952063,21910
Block read entry,2952362,
Block read exit,2971068,18706
Block read entry,2971367,
Block read exit,2990234,18867
Block read entry,2990533,
Block read exit,3009396,18863
Block read entry,3009695,
Block read exit,3028556,18861
Block read entry,3028855,
Block read exit,3047616,18761
Block read entry,3047915,
Block read exit,3066779,18864
Block read entry,3067078,
Block read exit,3085952,18874
Block read entry,3086251,
Block read exit,3108319,22068
Block read entry,3108618,
Block read exit,3127638,19020
Block read entry,3127937,
Block read exit,3146959,19022
Block read entry,3147258,
Block read exit,3166449,19191
Block read entry,3166748,
Block read exit,3186315,19567
Block read entry,3186614,
Block read exit,3205641,19027
Block read entry,3205940,
Block read exit,3225122,19182
Block read entry,3225421,
Block read exit,3244453,19032
Block read entry,3244752,
Block read exit,3266976,22224
Block read entry,3267275,
Block read exit,3286296,19021
Block read entry,3286595,
Block read exit,3305618,19023
Block read entry,3305917,
Block read exit,3325327,19410
Block read entry,3325626,
Block read exit,3344815,19189
Block read entry,3345114,
Block read exit,3364303,19189
Block read entry,3364602,
Block read exit,3383786,19184
Block read entry,3384085,
Block read exit,3403274,19189
Block read entry,3403573,
Block read exit,3425475,21902
Block read entry,3425774,
Block read exit,3444318,18544
Block read entry,3444617,
Block read exit,3463706,19089
Block read entry,3464005,
Block read exit,3482709,18704
Block read entry,3483008,
Block read exit,3501720,18712
Block read entry,3502019,
Block read exit,3520715,18696
Block read entry,3521014,
Block read exit,3539720,18706
Block read entry,3540019,
Block read exit,3558618,18599
Block read entry,3558917,
Block read exit,3581200,22283
Block read entry,3581499,
Block read exit,3600259,18760
Block read entry,3600558,
Block read exit,3619422,18864
Block read entry,3619721,
Block read exit,3638735,19014
Block read entry,3639034,
Block read exit,3657889,18855
Block read entry,3658188,
Block read exit,3677044,18856
Block read entry,3677343,
Block read exit,3696603,19260
Block read entry,3696902,
Block read exit,3715768,18866
Block read entry,3716067,
Block read exit,3738132,22065
Block read entry,3738431,
Block read exit,3757450,19019
Block read entry,3757749,
Block read exit,3776822,19073
Block read entry,3777121,
Block read exit,3796148,19027
Block read entry,3796447,
Block read exit,3815639,19192
Block read entry,3815938,
Block read exit,3835505,19567
Block read entry,3835804,
Block read exit,3854827,19023
Block read entry,3855126,
Block read exit,3874301,19175
Block read entry,3874600,
Block read exit,3896663,22063
Block read entry,3896962,
Block read exit,3915983,19021
Block read entry,3916282,
Block read exit,3935467,19185
Block read entry,3935766,
Block read exit,3954955,19189
Block read entry,3955254,
Block read exit,3974335,19081
Block read entry,3974634,
Block read exit,3993718,19084
Block read entry,3994017,
Block read exit,4013206,19189
Block read entry,4013505,
Block read exit,4032691,19186
Block read entry,4032990,
Block read exit,4054574,21584
Block read entry,4054873,
Block read exit,4073416,18543
Block read entry,4073715,
Block read exit,4092415,18700
Block read entry,4092714,
Block read exit,4111805,19091
Block read entry,4112104,
Block read exit,4130701,18597
Block read entry,4131000,
Block read exit,4149704,18704
Block read entry,4150003,
Block read exit,4168711,18708
Block read entry,4169010,
Block read exit,4187711,18701
Block read entry,4188010,
Block read exit,4209912,21902
Block read entry,4210211,
Block read exit,4228922,18711
Block read entry,4229221,
Block read exit,4247984,18763
Block read entry,4248283,
Block read exit,4267146,18863
Block read entry,4267445,
Block read exit,4286305,18860
Block read entry,4286604,
Block read exit,4305471,18867
Block read entry,4305770,
Block read exit,4324645,18875
Block read entry,4324944,
Block read exit,4344184,19240
Block read entry,4344483,
Block read exit,4366865,22382
Block read entry,4367164,
Block read exit,4386075,18911
Block read entry,4386374,
Block read exit,4405395,19021
Block read entry,4405694,
Block read exit,4424726,19032
Block read entry,4425025,
Block read exit,4444049,19024
Block read entry,4444348,
Block read exit,4463362,19014
Block read entry,4463661,
Block read exit,4483067,19406
Block read entry,4483366,
Block read exit,4502391,19025
Block read entry,4502690,
Block read exit,4524757,22067
Block read entry,4525056,
Block read exit,4544088,19032
Block read entry,4544387,
Block read exit,4563572,19185
Block read entry,4563871,
Block read exit,4583055,19184
Block read entry,4583354,
Block read exit,4602546,19192
Block read entry,4602845,
Block read exit,4621916,19071
Block read entry,4622215,
Block read exit,4641296,19081
Block read entry,4641595,
Block read exit,4660786,19191
Block read entry,4661085,
Block read exit,4682828,21743
Block read entry,4683127,
Block read exit,4701665,18538
Block read entry,4701964,
Block read exit,4720672,18708
Block read entry,4720971,
Block read exit,4739679,18708
Block read entry,4739978,
Block read exit,4759220,19242
Block read entry,4759519,
Block read exit,4778225,18706
Block read entry,4778524,
Block read exit,4797235,18711
Block read entry,4797534,
Block read exit,4816399,18865
Block read entry,4816698,
Block read exit,4838608,21910
Block read entry,4839395,
Block read exit,4858248,18853
Block read entry,4858547,
Block read exit,4877404,18857
Block read entry,4877703,
Block read exit,4897086,19383
Block read entry,4897385,
Block read exit,4916248,18863
Block read entry,4916547,
Block read exit,4935408,18861
Block read entry,4935707,
Block read exit,4954566,18859
Block read entry,4954865,
Block read exit,4973880,19015
Block read entry,4974179,
Block read exit,4996237,22058
Block read entry,4996536,
Block read exit,5015396,18860
Block read entry,5015695,
Block read exit,5034604,18909
Block read entry,5034903,
Block read exit,5053987,19084
Block read entry,5054286,
Block read exit,5073310,19024
Block read entry,5073609,
Block read exit,5092789,19180
Block read entry,5093088,
Block read exit,5112265,19177
Block read entry,5112564,
Block read exit,5131591,19027
Block read entry,5131890,
Block read exit,5154593,22703
min,18446,
max,24990,
Set mark entry,5154889,
Set mark exit,5178684,23795
Close entry,5178888,
Close exit,5181792,2904
